"Date Time,""p (mbar)"",""T (degC)"",""Tpot (K)"",""Tdew (degC)"",""rh (%)"",""VPmax (mbar)"",""VPact (mbar)"",""VPdef (mbar)"",""sh (g/kg)"",""H2OC (mmol/mol)"",""rho (g/m**3)"",""wv (m/s)"",""max. wv (m/s)"",""wd (deg)"""
05.01.2009 04:50:00,985.64,-1.77,272.52,-3.39,88.60,5.36,4.75,0.61,3.01,4.82,1262.85,2.85,5.50,256.00
05.01.2009 05:00:00,985.57,-1.77,272.53,-3.45,88.20,5.36,4.73,0.63,2.99,4.80,1262.78,3.35,5.50,259.50
05.01.2009 05:10:00,985.64,-1.77,272.52,-3.46,88.10,5.36,4.73,0.64,2.99,4.80,1262.87,3.35,5.00,258.40
05.01.2009 05:20:00,985.59,-1.76,272.53,-3.48,88.00,5.37,4.72,0.64,2.99,4.79,1262.80,3.53,5.13,259.90
05.01.2009 05:30:00,985.59,-1.76,272.53,-3.45,88.20,5.37,4.73,0.63,2.99,4.80,1262.79,3.15,4.25,257.40
05.01.2009 05:40:00,985.75,-1.76,272.51,-3.45,88.20,5.37,4.73,0.63,2.99,4.80,1263.00,2.62,4.50,256.40
05.01.2009 05:50:00,985.89,-1.76,272.50,-3.48,88.00,5.37,4.72,0.64,2.98,4.79,1263.18,2.16,3.63,261.10
05.01.2009 06:00:00,985.97,-1.76,272.50,-3.48,87.90,5.37,4.72,0.65,2.98,4.79,1263.25,1.84,3.63,266.30
05.01.2009 06:10:00,986.10,-1.70,272.55,-3.44,87.80,5.39,4.73,0.66,2.99,4.80,1263.13,1.42,4.13,284.40
05.01.2009 06:20:00,986.26,-1.70,272.54,-3.47,87.60,5.39,4.72,0.67,2.98,4.79,1263.34,1.00,2.75,233.50
05.01.2009 06:30:00,986.42,-1.71,272.51,-3.55,87.20,5.39,4.70,0.69,2.97,4.76,1263.64,1.42,4.13,336.10
05.01.2009 06:40:00,986.52,-1.79,272.42,-3.63,87.20,5.35,4.67,0.69,2.95,4.73,1264.16,1.13,2.50,267.70
05.01.2009 06:50:00,986.67,-1.92,272.29,-3.69,87.60,5.31,4.65,0.66,2.93,4.71,1264.93,1.29,3.00,8.36
05.01.2009 07:00:00,986.79,-2.08,272.12,-3.82,87.80,5.24,4.60,0.64,2.91,4.66,1265.86,1.28,2.88,356.40
05.01.2009 07:10:00,986.90,-2.18,272.01,-3.94,87.60,5.20,4.56,0.65,2.88,4.62,1266.48,1.16,3.50,354.40
05.01.2009 07:20:00,986.99,-2.26,271.91,-4.03,87.60,5.17,4.53,0.64,2.86,4.59,1267.02,1.16,2.13,283.80
05.01.2009 07:30:00,987.15,-2.31,271.85,-4.06,87.70,5.15,4.52,0.63,2.85,4.58,1267.46,1.30,2.63,183.20
05.01.2009 07:40:00,987.33,-2.36,271.79,-4.13,87.60,5.13,4.50,0.64,2.84,4.55,1267.94,1.48,2.88,252.80
05.01.2009 07:50:00,987.52,-2.59,271.54,-4.32,87.80,5.05,4.43,0.62,2.80,4.49,1269.28,1.55,3.63,5.86
05.01.2009 08:00:00,987.67,-2.72,271.40,-4.37,88.30,5.00,4.41,0.58,2.78,4.47,1270.09,1.59,3.50,0.12
05.01.2009 08:10:00,987.83,-2.83,271.28,-4.42,88.70,4.96,4.40,0.56,2.77,4.45,1270.83,1.65,4.13,30.92
05.01.2009 08:20:00,987.94,-2.87,271.23,-4.48,88.60,4.94,4.38,0.56,2.76,4.43,1271.17,1.44,2.50,223.00
05.01.2009 08:30:00,988.04,-2.90,271.19,-4.53,88.40,4.93,4.36,0.57,2.75,4.41,1271.43,1.08,2.13,218.50
05.01.2009 08:40:00,988.19,-2.89,271.19,-4.46,88.80,4.94,4.38,0.55,2.76,4.44,1271.56,1.79,4.38,306.00
05.01.2009 08:50:00,988.29,-3.03,271.05,-4.42,90.00,4.88,4.40,0.49,2.77,4.45,1272.34,1.44,2.88,275.30
05.01.2009 09:00:00,988.42,-3.11,270.95,-4.35,91.10,4.85,4.42,0.43,2.79,4.47,1272.89,1.61,4.63,187.70
05.01.2009 09:10:00,988.59,-3.12,270.93,-4.26,91.80,4.85,4.45,0.40,2.81,4.50,1273.15,1.89,4.25,357.00
05.01.2009 09:20:00,988.71,-3.11,270.93,-4.25,91.80,4.85,4.45,0.40,2.81,4.51,1273.26,1.77,4.25,12.32
05.01.2009 09:30:00,988.83,-3.18,270.85,-4.31,91.80,4.83,4.43,0.40,2.79,4.48,1273.73,1.82,4.13,351.50
05.01.2009 09:40:00,988.97,-3.23,270.79,-4.42,91.40,4.81,4.40,0.41,2.77,4.45,1274.18,2.32,4.25,5.16
05.01.2009 09:50:00,989.06,-3.24,270.77,-4.45,91.30,4.81,4.39,0.42,2.76,4.44,1274.36,1.93,4.63,7.63
05.01.2009 10:00:00,989.23,-3.29,270.71,-4.55,90.90,4.79,4.35,0.44,2.74,4.40,1274.82,2.53,4.63,6.79
05.01.2009 10:10:00,989.38,-3.30,270.69,-4.65,90.30,4.79,4.32,0.46,2.72,4.37,1275.07,2.93,5.38,358.90
05.01.2009 10:20:00,989.53,-3.28,270.70,-4.69,89.90,4.79,4.31,0.48,2.71,4.35,1275.17,2.21,4.13,1.02
05.01.2009 10:30:00,989.68,-3.31,270.65,-4.81,89.30,4.78,4.27,0.51,2.69,4.31,1275.53,2.66,5.75,4.46
05.01.2009 10:40:00,989.76,-3.36,270.59,-4.83,89.50,4.76,4.26,0.50,2.68,4.31,1275.90,2.69,5.13,6.77
05.01.2009 10:50:00,989.87,-3.46,270.48,-4.89,89.80,4.73,4.24,0.48,2.67,4.29,1276.52,3.85,6.13,8.64
05.01.2009 11:00:00,989.97,-3.53,270.41,-5.11,88.70,4.70,4.17,0.53,2.63,4.21,1276.99,5.06,7.88,13.74
05.01.2009 11:10:00,990.08,-3.57,270.36,-5.43,86.80,4.69,4.07,0.62,2.56,4.11,1277.36,5.25,8.00,20.67
05.01.2009 11:20:00,990.20,-3.58,270.34,-5.41,87.00,4.69,4.08,0.61,2.57,4.12,1277.56,3.97,5.75,22.11
05.01.2009 11:30:00,990.30,-3.62,270.30,-5.35,87.70,4.67,4.10,0.57,2.58,4.14,1277.87,3.64,6.00,17.47
05.01.2009 11:40:00,990.35,-3.63,270.28,-5.38,87.60,4.67,4.09,0.58,2.57,4.13,1278.01,5.20,8.38,15.59
05.01.2009 11:50:00,990.38,-3.63,270.27,-5.47,87.00,4.67,4.06,0.61,2.55,4.10,1278.07,5.89,8.00,18.85
05.01.2009 12:00:00,990.42,-3.65,270.26,-5.54,86.60,4.66,4.04,0.62,2.54,4.08,1278.21,5.49,8.38,17.44
05.01.2009 12:10:00,990.55,-3.73,270.16,-5.60,86.80,4.63,4.02,0.61,2.53,4.06,1278.79,4.74,7.38,20.51
05.01.2009 12:20:00,990.68,-3.86,270.02,-5.59,87.70,4.59,4.02,0.56,2.53,4.06,1279.58,4.14,6.25,14.12
05.01.2009 12:30:00,990.73,-4.06,269.82,-5.62,88.80,4.52,4.01,0.51,2.52,4.05,1280.57,4.45,6.25,10.26
05.01.2009 12:40:00,990.78,-4.16,269.72,-5.64,89.30,4.49,4.01,0.48,2.52,4.04,1281.10,4.58,7.50,13.37
05.01.2009 12:50:00,990.78,-4.17,269.71,-5.71,88.90,4.48,3.98,0.50,2.51,4.02,1281.16,5.89,8.13,18.80
05.01.2009 13:00:00,990.82,-4.15,269.72,-5.84,87.90,4.49,3.94,0.54,2.48,3.98,1281.16,5.91,9.75,28.54
05.01.2009 13:10:00,990.85,-4.23,269.64,-6.13,86.50,4.46,3.86,0.60,2.43,3.89,1281.61,6.48,9.13,23.81
05.01.2009 13:20:00,990.94,-4.33,269.53,-6.21,86.60,4.43,3.84,0.59,2.41,3.87,1282.20,6.30,9.25,19.91
05.01.2009 13:30:00,990.99,-4.37,269.49,-6.19,87.00,4.42,3.84,0.57,2.41,3.88,1282.46,5.96,8.13,24.19
05.01.2009 13:40:00,991.03,-4.45,269.40,-6.20,87.50,4.39,3.84,0.55,2.41,3.87,1282.92,5.97,8.25,19.51
05.01.2009 13:50:00,991.07,-4.50,269.35,-6.10,88.50,4.37,3.87,0.50,2.43,3.90,1283.18,5.49,7.25,19.58
05.01.2009 14:00:00,991.08,-4.57,269.28,-6.05,89.30,4.35,3.88,0.47,2.44,3.92,1283.50,6.11,7.75,19.12
05.01.2009 14:10:00,991.17,-4.68,269.17,-6.06,90.00,4.31,3.88,0.43,2.44,3.92,1284.15,6.20,8.25,19.39
05.01.2009 14:20:00,991.27,-4.77,269.07,-6.20,89.60,4.28,3.84,0.45,2.41,3.87,1284.73,5.96,7.88,21.96
05.01.2009 14:30:00,991.40,-4.81,269.02,-6.25,89.50,4.27,3.82,0.45,2.40,3.86,1285.09,5.24,7.38,25.22
05.01.2009 14:40:00,991.47,-4.95,268.87,-6.32,90.00,4.22,3.80,0.42,2.39,3.83,1285.88,6.57,9.25,27.77
05.01.2009 14:50:00,991.64,-5.08,268.72,-6.48,89.80,4.18,3.76,0.43,2.36,3.79,1286.76,5.05,6.88,28.77
05.01.2009 15:00:00,991.80,-5.14,268.66,-6.54,89.80,4.16,3.74,0.42,2.35,3.77,1287.24,5.67,8.25,26.38
05.01.2009 15:10:00,991.91,-5.26,268.52,-6.67,89.70,4.13,3.70,0.42,2.32,3.73,1288.00,6.75,9.75,28.06
05.01.2009 15:20:00,991.99,-5.41,268.37,-6.89,89.20,4.08,3.64,0.44,2.28,3.67,1288.85,6.06,9.63,26.26
05.01.2009 15:30:00,992.09,-5.49,268.28,-7.03,88.80,4.05,3.60,0.45,2.26,3.63,1289.38,6.29,8.88,30.09
05.01.2009 15:40:00,992.28,-5.54,268.21,-7.05,89.00,4.04,3.59,0.44,2.26,3.62,1289.88,5.70,7.63,31.42
05.01.2009 15:50:00,992.46,-5.59,268.15,-7.11,88.90,4.02,3.58,0.45,2.24,3.60,1290.35,6.67,10.13,22.48
05.01.2009 16:00:00,992.67,-5.74,267.99,-7.36,88.20,3.98,3.51,0.47,2.20,3.53,1291.37,7.11,9.50,31.28
05.01.2009 16:10:00,992.87,-5.77,267.93,-7.34,88.60,3.97,3.51,0.45,2.20,3.54,1291.82,5.96,9.00,29.18
05.01.2009 16:20:00,992.91,-5.94,267.77,-7.52,88.50,3.92,3.47,0.45,2.17,3.49,1292.67,6.52,10.38,21.52
05.01.2009 16:30:00,993.02,-6.05,267.65,-7.63,88.50,3.88,3.44,0.45,2.16,3.46,1293.38,6.45,8.63,25.72
05.01.2009 16:40:00,993.19,-6.10,267.58,-7.66,88.60,3.87,3.43,0.44,2.15,3.45,1293.86,6.12,9.38,35.86
05.01.2009 16:50:00,993.30,-6.21,267.46,-7.76,88.70,3.83,3.40,0.43,2.13,3.42,1294.56,6.49,9.38,24.54
05.01.2009 17:00:00,993.40,-6.38,267.29,-7.95,88.50,3.79,3.35,0.44,2.10,3.37,1295.53,7.23,9.50,20.77
05.01.2009 17:10:00,993.60,-6.55,267.10,-8.18,88.10,3.74,3.29,0.44,2.06,3.31,1296.67,6.53,9.00,22.97
05.01.2009 17:20:00,993.78,-6.63,267.01,-8.34,87.50,3.71,3.25,0.46,2.04,3.27,1297.28,6.14,9.38,26.80
05.01.2009 17:30:00,993.93,-6.70,266.92,-8.55,86.60,3.69,3.20,0.49,2.00,3.22,1297.86,6.09,8.13,32.02
05.01.2009 17:40:00,994.08,-6.76,266.85,-8.56,86.90,3.68,3.19,0.48,2.00,3.21,1298.35,5.33,8.25,32.75
05.01.2009 17:50:00,994.17,-6.74,266.87,-8.39,87.90,3.68,3.24,0.45,2.03,3.26,1298.32,5.12,7.25,20.06
05.01.2009 18:00:00,994.25,-6.85,266.75,-8.55,87.60,3.65,3.20,0.45,2.00,3.22,1299.00,6.34,9.25,20.57
05.01.2009 18:10:00,994.27,-7.08,266.52,-9.08,85.50,3.59,3.07,0.52,1.92,3.08,1300.21,6.73,10.38,21.48
05.01.2009 18:20:00,994.29,-7.45,266.15,-10.08,81.30,3.48,2.83,0.65,1.77,2.85,1302.17,7.81,10.88,18.93
05.01.2009 18:30:00,994.42,-7.62,265.97,-10.51,79.60,3.44,2.74,0.70,1.71,2.75,1303.22,7.38,9.63,21.41
05.01.2009 18:40:00,994.49,-7.73,265.85,-10.74,78.80,3.41,2.69,0.72,1.68,2.70,1303.87,7.62,9.88,25.07
05.01.2009 18:50:00,994.54,-7.80,265.78,-11.13,76.80,3.39,2.60,0.79,1.63,2.62,1304.33,7.16,9.25,23.63
05.01.2009 19:00:00,994.69,-7.90,265.66,-11.46,75.40,3.36,2.54,0.83,1.59,2.55,1305.05,7.29,10.38,20.94
05.01.2009 19:10:00,994.93,-8.01,265.54,-11.63,75.00,3.34,2.50,0.83,1.57,2.51,1305.92,6.91,9.63,23.47
05.01.2009 19:20:00,995.06,-8.13,265.41,-11.73,75.10,3.30,2.48,0.82,1.55,2.49,1306.69,6.77,9.13,22.11
05.01.2009 19:30:00,995.19,-8.31,265.22,-11.99,74.60,3.26,2.43,0.83,1.52,2.44,1307.78,6.25,9.13,22.52
05.01.2009 19:40:00,995.38,-8.55,264.96,-12.19,74.80,3.20,2.39,0.81,1.50,2.40,1309.24,5.97,8.25,18.50
05.01.2009 19:50:00,995.52,-8.87,264.63,-12.51,74.70,3.12,2.33,0.79,1.46,2.34,1311.03,6.47,8.75,20.94
05.01.2009 20:00:00,995.62,-9.13,264.36,-12.71,75.00,3.05,2.29,0.76,1.43,2.30,1312.47,5.45,7.88,16.84
05.01.2009 20:10:00,995.84,-9.35,264.12,-12.89,75.20,3.00,2.26,0.74,1.41,2.27,1313.88,5.33,7.13,16.27
05.01.2009 20:20:00,995.93,-9.55,263.92,-13.06,75.40,2.95,2.23,0.73,1.39,2.24,1315.01,5.03,7.13,12.09
05.01.2009 20:30:00,995.93,-9.73,263.74,-13.18,75.70,2.91,2.20,0.71,1.38,2.21,1315.92,4.87,6.50,14.07
05.01.2009 20:40:00,996.10,-9.90,263.55,-13.30,76.00,2.87,2.18,0.69,1.36,2.19,1317.00,3.74,5.25,14.93
05.01.2009 20:50:00,996.23,-10.07,263.37,-13.40,76.40,2.84,2.17,0.67,1.35,2.17,1318.03,4.19,6.25,8.33
05.01.2009 21:00:00,996.43,-10.18,263.25,-13.51,76.40,2.81,2.15,0.66,1.34,2.15,1318.87,3.77,5.75,10.63
05.01.2009 21:10:00,996.58,-10.32,263.10,-13.63,76.50,2.78,2.13,0.65,1.33,2.13,1319.77,2.79,4.38,14.44
05.01.2009 21:20:00,996.71,-10.41,263.00,-13.67,76.80,2.76,2.12,0.64,1.32,2.13,1320.40,2.40,4.38,16.53
05.01.2009 21:30:00,996.78,-10.44,262.96,-13.74,76.50,2.75,2.11,0.65,1.32,2.11,1320.66,2.97,4.88,26.59
05.01.2009 21:40:00,996.87,-10.46,262.94,-13.78,76.40,2.75,2.10,0.65,1.31,2.11,1320.87,2.35,4.00,31.94
05.01.2009 21:50:00,996.95,-10.50,262.89,-13.88,76.00,2.74,2.08,0.66,1.30,2.09,1321.19,2.01,3.50,35.38
05.01.2009 22:00:00,996.99,-10.60,262.79,-13.95,76.20,2.72,2.07,0.65,1.29,2.08,1321.75,2.61,3.75,25.33
05.01.2009 22:10:00,997.04,-10.74,262.64,-14.02,76.60,2.69,2.06,0.63,1.29,2.06,1322.53,2.74,3.75,22.86
05.01.2009 22:20:00,997.11,-10.88,262.50,-14.08,77.10,2.66,2.05,0.61,1.28,2.05,1323.34,2.54,4.00,18.33
05.01.2009 22:30:00,997.13,-11.09,262.29,-14.20,77.60,2.61,2.03,0.59,1.27,2.03,1324.43,3.20,4.38,14.47
05.01.2009 22:40:00,997.11,-11.32,262.06,-14.33,78.20,2.56,2.01,0.56,1.25,2.01,1325.59,3.48,5.13,17.36
05.01.2009 22:50:00,997.22,-11.50,261.87,-14.43,78.70,2.53,1.99,0.54,1.24,2.00,1326.65,2.70,4.25,12.10
05.01.2009 23:00:00,997.29,-11.72,261.64,-14.57,79.20,2.48,1.97,0.52,1.23,1.97,1327.86,2.96,5.25,8.06
05.01.2009 23:10:00,997.42,-11.96,261.39,-14.73,79.70,2.44,1.94,0.49,1.21,1.95,1329.27,2.12,3.38,2.77
05.01.2009 23:20:00,997.51,-12.16,261.19,-14.83,80.30,2.40,1.92,0.47,1.20,1.93,1330.42,2.01,3.00,5.68
05.01.2009 23:30:00,997.54,-12.30,261.04,-14.89,80.80,2.37,1.91,0.45,1.19,1.92,1331.17,1.56,2.75,351.00
05.01.2009 23:40:00,997.50,-12.43,260.92,-14.96,81.20,2.34,1.90,0.44,1.19,1.91,1331.79,1.22,2.25,350.40
05.01.2009 23:50:00,997.51,-12.54,260.81,-15.01,81.60,2.32,1.90,0.43,1.18,1.90,1332.38,1.67,2.25,350.30
06.01.2009 00:00:00,997.60,-12.63,260.71,-15.07,81.80,2.31,1.89,0.42,1.18,1.89,1332.96,1.60,2.63,355.50
06.01.2009 00:10:00,997.62,-12.78,260.56,-15.17,82.10,2.28,1.87,0.41,1.17,1.88,1333.76,1.37,2.63,7.26
06.01.2009 00:20:00,997.61,-12.93,260.41,-15.24,82.60,2.25,1.86,0.39,1.16,1.86,1334.52,1.64,3.00,351.90
06.01.2009 00:30:00,997.62,-13.06,260.28,-15.33,82.90,2.23,1.85,0.38,1.15,1.85,1335.21,1.08,2.00,342.80
06.01.2009 00:40:00,997.60,-13.14,260.20,-15.35,83.30,2.21,1.84,0.37,1.15,1.85,1335.60,1.43,2.50,352.10
06.01.2009 00:50:00,997.62,-13.24,260.10,-15.43,83.40,2.19,1.83,0.36,1.14,1.83,1336.14,1.29,2.38,358.20
06.01.2009 01:00:00,997.71,-13.34,259.99,-15.46,83.90,2.18,1.83,0.35,1.14,1.83,1336.78,0.91,2.25,8.35
06.01.2009 01:10:00,997.72,-13.39,259.94,-15.49,84.00,2.17,1.82,0.35,1.14,1.83,1337.06,1.26,3.00,350.20
06.01.2009 01:20:00,997.72,-13.43,259.90,-15.51,84.20,2.16,1.82,0.34,1.13,1.82,1337.27,1.57,2.88,3.27
06.01.2009 01:30:00,997.72,-13.49,259.84,-15.54,84.40,2.15,1.81,0.34,1.13,1.82,1337.57,1.38,3.38,339.10
06.01.2009 01:40:00,997.76,-13.59,259.74,-15.62,84.50,2.13,1.80,0.33,1.12,1.81,1338.15,0.95,2.50,342.20
06.01.2009 01:50:00,997.85,-13.62,259.70,-15.61,84.80,2.13,1.80,0.32,1.13,1.81,1338.42,2.19,4.25,356.90
06.01.2009 02:00:00,997.96,-13.64,259.67,-15.63,84.80,2.12,1.80,0.32,1.12,1.80,1338.68,1.09,3.13,340.20
06.01.2009 02:10:00,998.09,-13.66,259.64,-15.63,84.90,2.12,1.80,0.32,1.12,1.80,1338.96,1.30,2.50,1.11
06.01.2009 02:20:00,998.10,-13.75,259.55,-15.72,84.90,2.10,1.79,0.32,1.11,1.79,1339.44,1.10,2.13,335.80
06.01.2009 02:30:00,998.09,-13.80,259.50,-15.74,85.10,2.10,1.78,0.31,1.11,1.79,1339.69,1.45,2.63,352.10
06.01.2009 02:40:00,998.09,-13.85,259.45,-15.82,84.90,2.09,1.77,0.32,1.11,1.78,1339.95,1.38,2.75,358.10
06.01.2009 02:50:00,998.16,-13.87,259.43,-15.80,85.20,2.08,1.78,0.31,1.11,1.78,1340.14,1.93,4.25,7.37
06.01.2009 03:00:00,998.22,-13.89,259.40,-15.80,85.30,2.08,1.77,0.31,1.11,1.78,1340.33,2.16,4.13,353.80
06.01.2009 03:10:00,998.26,-13.98,259.31,-15.89,85.30,2.06,1.76,0.30,1.10,1.76,1340.85,1.67,3.63,358.70
06.01.2009 03:20:00,998.25,-14.08,259.21,-15.96,85.50,2.05,1.75,0.30,1.09,1.75,1341.36,1.78,2.50,348.70
06.01.2009 03:30:00,998.35,-14.18,259.10,-16.03,85.70,2.03,1.74,0.29,1.09,1.74,1342.02,1.41,2.88,354.00
06.01.2009 03:40:00,998.34,-14.30,258.98,-16.08,86.20,2.01,1.73,0.28,1.08,1.74,1342.63,1.42,2.88,346.80
06.01.2009 03:50:00,998.34,-14.26,259.02,-15.99,86.60,2.02,1.75,0.27,1.09,1.75,1342.42,1.85,2.38,350.90
06.01.2009 04:00:00,998.24,-14.29,259.00,-16.03,86.50,2.01,1.74,0.27,1.09,1.74,1342.44,1.83,2.75,355.00
06.01.2009 04:10:00,998.25,-14.39,258.90,-16.11,86.60,2.00,1.73,0.27,1.08,1.73,1342.99,1.70,2.50,351.50
06.01.2009 04:20:00,998.34,-14.47,258.81,-16.17,86.80,1.98,1.72,0.26,1.07,1.72,1343.52,1.40,2.38,355.40
06.01.2009 04:30:00,998.17,-14.60,258.70,-16.28,86.90,1.96,1.70,0.26,1.06,1.71,1343.98,1.25,2.25,342.30
06.01.2009 04:40:00,998.10,-14.73,258.57,-16.41,86.90,1.94,1.69,0.25,1.05,1.69,1344.57,1.24,2.50,11.40
06.01.2009 04:50:00,998.19,-14.90,258.39,-16.53,87.20,1.91,1.67,0.24,1.04,1.67,1345.58,0.91,2.13,14.31
06.01.2009 05:00:00,998.14,-15.13,258.17,-16.75,87.30,1.88,1.64,0.24,1.02,1.64,1346.73,1.08,2.50,13.16
06.01.2009 05:10:00,998.22,-15.20,258.09,-16.69,88.20,1.87,1.65,0.22,1.03,1.65,1347.19,2.40,3.50,4.70
06.01.2009 05:20:00,998.24,-15.16,258.13,-16.62,88.50,1.87,1.66,0.22,1.03,1.66,1347.01,2.16,3.13,1.04
06.01.2009 05:30:00,998.25,-15.25,258.04,-16.66,88.80,1.86,1.65,0.21,1.03,1.65,1347.50,1.74,3.00,2.45
06.01.2009 05:40:00,998.22,-15.31,257.98,-16.70,89.00,1.85,1.65,0.20,1.03,1.65,1347.78,1.59,2.63,6.51
06.01.2009 05:50:00,998.21,-15.29,258.00,-16.65,89.20,1.85,1.65,0.20,1.03,1.66,1347.66,1.61,2.88,16.12
06.01.2009 06:00:00,998.22,-15.37,257.92,-16.73,89.20,1.84,1.64,0.20,1.02,1.64,1348.09,0.76,2.00,47.73
06.01.2009 06:10:00,998.22,-15.49,257.80,-16.87,89.00,1.82,1.62,0.20,1.01,1.62,1348.74,0.86,2.38,24.59
06.01.2009 06:20:00,998.26,-15.73,257.56,-17.18,88.50,1.79,1.58,0.21,0.99,1.58,1350.06,0.57,1.25,56.56
06.01.2009 06:30:00,998.33,-16.31,256.97,-17.83,87.90,1.70,1.49,0.21,0.93,1.50,1353.26,0.49,1.38,48.85
06.01.2009 06:40:00,998.37,-16.69,256.59,-18.23,87.70,1.65,1.44,0.20,0.90,1.45,1355.33,0.37,1.00,58.44
06.01.2009 06:50:00,998.37,-16.71,256.57,-18.18,88.20,1.64,1.45,0.19,0.90,1.45,1355.44,0.39,1.50,271.20
06.01.2009 07:00:00,998.34,-16.86,256.42,-18.39,87.80,1.62,1.43,0.20,0.89,1.43,1356.20,0.33,0.75,173.90
06.01.2009 07:10:00,998.34,-16.92,256.36,-18.47,87.60,1.61,1.41,0.20,0.88,1.42,1356.53,0.34,1.00,172.70
06.01.2009 07:20:00,998.34,-16.90,256.38,-18.44,87.70,1.62,1.42,0.20,0.88,1.42,1356.42,0.25,0.75,151.80
06.01.2009 07:30:00,998.34,-16.89,256.39,-18.45,87.50,1.62,1.42,0.20,0.88,1.42,1356.37,0.42,0.88,202.10
06.01.2009 07:40:00,998.38,-16.97,256.31,-18.57,87.20,1.61,1.40,0.21,0.87,1.40,1356.85,0.71,1.00,219.30
06.01.2009 07:50:00,998.43,-17.02,256.26,-18.61,87.30,1.60,1.40,0.20,0.87,1.40,1357.19,0.62,1.00,223.30
06.01.2009 08:00:00,998.34,-16.92,256.36,-18.40,88.10,1.61,1.42,0.19,0.89,1.43,1356.53,1.01,1.75,3.41
06.01.2009 08:10:00,998.35,-16.26,257.02,-17.60,89.30,1.71,1.52,0.18,0.95,1.53,1353.00,1.27,1.75,350.60
06.01.2009 08:20:00,998.37,-16.09,257.19,-17.52,88.60,1.73,1.53,0.20,0.96,1.54,1352.13,1.15,1.75,350.70
06.01.2009 08:30:00,998.46,-16.02,257.25,-17.49,88.30,1.74,1.54,0.20,0.96,1.54,1351.88,0.79,1.63,16.38
06.01.2009 08:40:00,998.46,-15.98,257.29,-17.49,88.00,1.75,1.54,0.21,0.96,1.54,1351.67,0.45,0.88,9.12
06.01.2009 08:50:00,998.47,-15.90,257.37,-17.44,87.80,1.76,1.55,0.21,0.96,1.55,1351.25,0.50,0.88,18.19
06.01.2009 09:00:00,998.35,-15.71,257.57,-17.25,87.80,1.79,1.57,0.22,0.98,1.57,1350.08,0.44,1.00,192.00
06.01.2009 09:10:00,998.44,-15.69,257.59,-17.37,86.80,1.79,1.55,0.24,0.97,1.56,1350.11,0.58,1.00,224.10
06.01.2009 09:20:00,998.46,-15.53,257.74,-17.20,86.90,1.82,1.58,0.24,0.98,1.58,1349.29,0.51,1.00,192.10
06.01.2009 09:30:00,998.37,-15.07,258.21,-16.81,86.40,1.89,1.63,0.26,1.02,1.63,1346.73,0.77,1.88,14.04
06.01.2009 09:40:00,998.34,-15.25,258.03,-17.06,85.90,1.86,1.60,0.26,1.00,1.60,1347.65,2.01,3.13,18.19
06.01.2009 09:50:00,998.42,-15.43,257.85,-17.07,87.10,1.83,1.59,0.24,0.99,1.60,1348.70,1.57,2.50,27.66
06.01.2009 10:00:00,998.46,-15.23,258.04,-16.85,87.30,1.86,1.63,0.24,1.01,1.63,1347.70,1.63,2.38,24.18
06.01.2009 10:10:00,998.49,-15.11,258.16,-16.78,86.90,1.88,1.63,0.25,1.02,1.64,1347.10,1.16,2.13,26.08
06.01.2009 10:20:00,998.46,-15.12,258.15,-16.85,86.50,1.88,1.63,0.25,1.01,1.63,1347.12,1.73,2.88,7.15
06.01.2009 10:30:00,998.46,-15.06,258.21,-16.87,85.90,1.89,1.62,0.27,1.01,1.62,1346.81,1.71,3.00,19.62
06.01.2009 10:40:00,998.49,-15.04,258.23,-16.96,85.10,1.89,1.61,0.28,1.00,1.61,1346.75,1.72,2.63,355.10
06.01.2009 10:50:00,998.44,-15.14,258.14,-17.11,84.70,1.88,1.59,0.29,0.99,1.59,1347.22,1.84,2.88,13.03
06.01.2009 11:00:00,998.29,-15.05,258.24,-17.04,84.60,1.89,1.60,0.29,1.00,1.60,1346.54,1.67,2.38,19.66
06.01.2009 11:10:00,998.17,-14.71,258.59,-16.83,83.70,1.94,1.63,0.32,1.01,1.63,1344.59,2.09,3.00,20.25
06.01.2009 11:20:00,998.21,-14.75,258.54,-16.98,82.90,1.94,1.61,0.33,1.00,1.61,1344.86,2.57,3.50,24.40
06.01.2009 11:30:00,998.11,-14.72,258.58,-17.03,82.40,1.94,1.60,0.34,1.00,1.60,1344.57,3.04,3.75,27.37
06.01.2009 11:40:00,998.03,-14.62,258.69,-16.91,82.50,1.96,1.62,0.34,1.01,1.62,1343.94,2.44,3.25,25.76
06.01.2009 11:50:00,997.92,-14.46,258.85,-16.87,81.70,1.98,1.62,0.36,1.01,1.62,1342.96,2.81,4.00,30.30
06.01.2009 12:00:00,997.79,-14.52,258.80,-17.02,81.10,1.97,1.60,0.37,1.00,1.61,1343.10,3.42,4.50,23.73
06.01.2009 12:10:00,997.73,-14.46,258.87,-16.97,81.00,1.98,1.61,0.38,1.00,1.61,1342.70,2.15,3.13,15.21
06.01.2009 12:20:00,997.60,-14.08,259.26,-16.72,80.20,2.05,1.64,0.41,1.02,1.65,1340.54,1.06,1.63,31.38
06.01.2009 12:30:00,997.46,-13.56,259.79,-16.47,78.50,2.14,1.68,0.46,1.05,1.68,1337.65,1.43,2.00,13.46
06.01.2009 12:40:00,997.24,-13.18,260.19,-16.36,76.80,2.21,1.69,0.51,1.06,1.70,1335.39,1.13,1.63,30.07
